Common Name,Scientific Name,Month observed at,Identification Agreements,Comments,Internal Positional Accuracy,Public Positional Accuracy,Quality Grade,Geoprivacy,Latitude,Longitude
Central American Boa,Boa imperator,August,9,0,108,108,research,open,-89.6245774647,20.8666325943
Peninsula Stripeless Snake,Coniophanes meridanus,August,4,0,7,7,research,open,-89.5764885843,20.9572692235
Salmon-bellied Racer,Mastigodryas melanolomus,Unknown,0,0,6,6,casual,open,-89.6545757353,21.2044105151
Road Guarder,Conophis lineatus,Unknown,0,0,140,140,casual,open,-89.5163675398,21.0243426601
Central American Boa,Boa imperator,August,7,0,19,19,research,open,-90.1504896954,20.4013700044
Central American Indigo Snake,Drymarchon melanurus,August,6,0,6,6,research,open,-89.6811450273,20.6433102713
Red Coffee Snake,Ninia sebae,Unknown,0,0,1612,1612,casual,open,-89.5568380505,21.0246021005
Western Ribbon Snake,Thamnophis proximus,June,3,0,533,533,research,open,-89.2365570068,21.3431129456
Western Ribbon Snake,Thamnophis proximus,June,3,0,449,449,research,open,-89.216796875,21.344461441
Western Ribbon Snake,Thamnophis proximus,July,2,0,159,159,research,open,-89.645479694,21.2747603507
Central American Boa,Boa imperator,July,5,0,500,30453,research,open,-89.401634777,20.60475112
Mexican Parrot Snake,Leptophis mexicanus,July,4,0,360,360,research,open,-89.635735083,20.8695293396
Brahminy Blindsnake,Indotyphlops braminus,July,1,0,88,88,research,,-89.6180784586,21.0972267098
Central American Boa,Boa imperator,July,5,0,20,20,research,open,-89.61863,21.0744083419
Speckled Racer,Drymobius margaritiferus,June,7,0,3,3,research,open,-89.590732,21.05525
Salmon-bellied Racer,Mastigodryas melanolomus,July,2,0,15,15,research,open,-89.60612,21.063195
Peninsula Stripeless Snake,Coniophanes meridanus,July,2,0,1494370,1494370,research,open,-89.1491654143,21.0886290652
Rainforest Cat-eyed Snake,Leptodeira frenata,January,5,0,96,96,research,open,-89.6226882935,20.7404623544
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,July,6,0,231,30415,research,obscured,-90.0453383768,21.0817279332
Central American Boa,Boa imperator,July,6,0,391,391,research,open,-89.6144643053,21.0476867346
Faded Black-striped Snake,Coniophanes schmidti,July,4,0,16,16,research,open,-89.543305,20.920845
Speckled Racer,Drymobius margaritiferus,Unknown,0,0,14284,14284,casual,open,-89.5925858617,20.9673424592
Central American Boa,Boa imperator,June,5,0,?,? ,research,open,-89.6686805556,20.9751027778
Snakes,Serpentes,July,2,0,68,68,needs_id,,-89.5077740774,21.083640425
Brahminy Blindsnake,Indotyphlops braminus,July,4,1,15,15,research,,-89.5697833058,20.9923314853
Central American Boa,Boa imperator,July,6,0,1152,1152,research,open,-89.7506678493,20.6690190884
Yucatan Rat Snake,Pseudelaphe phaescens,July,3,0,?,? ,research,open,-89.31708,20.21794
Rainforest Cat-eyed Snake,Leptodeira frenata,July,4,0,7,7,research,open,-89.5806583333,21.1209528333
Rainforest Cat-eyed Snake,Leptodeira frenata,July,3,0,7,7,research,open,-89.583345,21.13765
Central American Boa,Boa imperator,July,5,0,327,327,research,open,-89.5149385929,21.068090635
Rainforest Cat-eyed Snake,Leptodeira frenata,July,4,0,42,42,research,open,-89.7028883333,21.1592221667
Chicken Snake,Spilotes pullatus,July,5,0,221,221,research,open,-89.5094511285,21.0848135385
Speckled Racer,Drymobius margaritiferus,July,5,0,151,151,research,open,-89.5001545921,21.1163142707
Central American Indigo Snake,Drymarchon melanurus,July,5,0,266167,266167,research,open,-89.0943377092,20.7004288619
Yucatecan Worm Snake,Amerotyphlops microstomus,July,3,0,30,30,research,open,-89.589789,21.055922
Black-striped Snake,Coniophanes imperialis,June,3,0,?,? ,research,open,-89.4200769067,21.3048471603
Central American Boa,Boa imperator,July,5,0,12,12,research,open,-89.6698847786,21.1612664625
Neotropical Whip Snake,Masticophis mentovarius,Unknown,0,0,9,9,casual,open,-89.6048750728,20.6253251066
Rainforest Cat-eyed Snake,Leptodeira frenata,July,5,0,673,673,research,open,-89.7099998966,20.8430553033
Pygmy Snail Sucker,Geophis sanniolus,July,5,0,673,673,research,open,-89.7099998966,20.8430553033
,Micrurus diastema apiatus,July,4,0,550,550,research,open,-89.709389694,20.8434801852
Peninsula Stripeless Snake,Coniophanes meridanus,July,2,0,16,16,research,open,-89.6296462789,20.9615432462
Mexican Parrot Snake,Leptophis mexicanus,July,4,0,3991,3991,research,open,-89.4478328514,20.8141668609
Central American Boa,Boa imperator,July,7,0,11,11,research,open,-89.6333916667,20.9909616667
Peninsula Stripeless Snake,Coniophanes meridanus,July,7,0,11,11,research,open,-89.6333916667,20.9909616667
Central American Boa,Boa imperator,July,6,0,673,673,research,open,-89.7099998966,20.8430553033
Central American Boa,Boa imperator,July,6,0,673,673,research,open,-89.7099998966,20.8430553033
Faded Black-striped Snake,Coniophanes schmidti,March,2,0,254,254,research,open,-89.0201816708,20.016468182
Yucatecan Dwarf Short-tail Snake,Tantillita canula,March,2,0,254,254,research,open,-89.0201816708,20.016468182
Terrestrial Snail Sucker,Geophis sartorii,March,2,0,254,254,research,open,-89.0201816708,20.016468182
Yucatan Rat Snake,Pseudelaphe phaescens,March,2,0,254,254,research,open,-89.0201816708,20.016468182
Central American Boa,Boa imperator,June,7,0,673,673,research,open,-89.7099998966,20.8430553033
Mexican Parrot Snake,Leptophis mexicanus,June,1,0,?,? ,research,open,-90.0444717222,21.1628780278
Central American Boa,Boa imperator,June,4,0,899,899,research,open,-89.978594631,20.3474118435
Central American Boa,Boa imperator,June,5,0,20,20,research,open,-89.829675,21.2268300019
Terrestrial Snail Sucker,Geophis sartorii,June,2,0,75,75,research,open,-89.5611027628,21.0514972687
Central American Boa,Boa imperator,June,4,1,4,4,research,open,-89.4931866667,21.0594833333
Brahminy Blindsnake,Indotyphlops braminus,June,2,0,19,19,research,,-89.5715775,21.0091506
Variable Coralsnake,Micrurus diastema,June,6,0,83,83,research,open,-89.4381054541,20.8305621146
Speckled Racer,Drymobius margaritiferus,June,6,0,4,4,research,open,-89.5263133333,21.1331111667
Pygmy Snail Sucker,Geophis sanniolus,June,5,0,107,107,research,open,-89.5627308637,21.0543593294
Snail-eating Thirst Snake,Dipsas brevifacies,June,4,0,114,114,research,open,-89.6180283333,21.074725
Mexican Parrot Snake,Leptophis mexicanus,Unknown,1,0,2041,2041,casual,open,-89.5886111632,19.7858750204
,Conophis lineatus concolor,June,6,0,30,30,research,open,-89.6439605579,21.0457451332
Mexican Parrot Snake,Leptophis mexicanus,June,3,0,2041,2041,research,open,-89.5886111632,19.7858750204
Neotropical Whip Snake,Masticophis mentovarius,July,4,0,6,6,research,open,-89.6929842979,21.2763343517
Central American Indigo Snake,Drymarchon melanurus,June,6,0,563,563,research,open,-89.7859821841,20.155365132
Central American Indigo Snake,Drymarchon melanurus,June,4,0,?,? ,research,open,-89.7470550536,20.1219558714
Yucatecan Dwarf Short-tail Snake,Tantillita canula,June,4,0,?,? ,research,open,-89.6079559167,20.9211559167
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,June,5,0,5,5,research,open,-89.61743,21.0997778333
Rainforest Cat-eyed Snake,Leptodeira frenata,May,2,0,?,? ,research,open,-89.0288391111,21.3142814636
Rainforest Cat-eyed Snake,Leptodeira frenata,May,2,0,?,? ,research,open,-89.0288391111,21.3142814636
Rainforest Cat-eyed Snake,Leptodeira frenata,May,2,0,?,? ,research,open,-89.0289611814,21.3141994475
Central American Ribbon Snake,Thamnophis proximus rutiloris,May,1,0,?,? ,research,open,-89.2614593506,21.3361682892
Central American Ribbon Snake,Thamnophis proximus rutiloris,May,1,0,?,? ,research,open,-89.26171875,21.335243225
Central American Ribbon Snake,Thamnophis proximus rutiloris,May,1,0,?,? ,research,open,-89.26171875,21.335243225
Central American Ribbon Snake,Thamnophis proximus rutiloris,May,1,0,?,? ,research,open,-89.26171875,21.3356151581
Central American Ribbon Snake,Thamnophis proximus rutiloris,May,1,0,?,? ,research,open,-89.26171875,21.3356151581
Rainforest Cat-eyed Snake,Leptodeira frenata,May,2,0,?,? ,research,open,-89.0156936644,21.3652858733
Rainforest Cat-eyed Snake,Leptodeira frenata,May,2,0,?,? ,research,open,-89.0156936644,21.3652858733
Rainforest Cat-eyed Snake,Leptodeira frenata,May,2,0,?,? ,research,open,-89.0156936644,21.3652858733
Rainforest Cat-eyed Snake,Leptodeira frenata,May,2,0,?,? ,research,open,-89.0156936644,21.3652858733
Black-striped Snake,Coniophanes imperialis,April,1,0,?,? ,research,open,-89.0201721189,21.3448200225
Black-striped Snake,Coniophanes imperialis,April,1,0,?,? ,research,open,-89.0201721189,21.3448200225
Black-striped Snake,Coniophanes imperialis,April,1,0,?,? ,research,open,-89.0201721189,21.3448200225
Black-striped Snake,Coniophanes imperialis,April,1,0,?,? ,research,open,-89.0201721189,21.3448200225
Black-striped Snake,Coniophanes imperialis,April,1,0,?,? ,research,open,-89.0173950194,21.3587093353
Black-striped Snake,Coniophanes imperialis,April,1,0,?,? ,research,open,-89.0173950194,21.3587093353
Peninsula Stripeless Snake,Coniophanes meridanus,June,2,0,7026,7026,research,open,-89.6242629898,21.0088345337
Rainforest Cat-eyed Snake,Leptodeira frenata,June,3,0,?,? ,research,open,-89.334646,20.529999
Central American Indigo Snake,Drymarchon melanurus,Unknown,8,0,368,368,research,open,-90.1758955792,20.4048169245
Speckled Racer,Drymobius margaritiferus,May,7,0,96,96,research,open,-89.423896037,21.3090159048
Western Ribbon Snake,Thamnophis proximus,May,4,0,16,16,research,open,-89.6451762691,21.2746997398
Variable Coralsnake,Micrurus diastema,May,8,0,680,680,research,open,-89.5409487875,21.0813113953
Western Ribbon Snake,Thamnophis proximus,May,7,0,?,? ,research,open,-89.6191666667,21.2616666667
Variable Coralsnake,Micrurus diastema,May,7,0,15,15,research,open,-89.5632244,21.0394263
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,December,8,0,179,30415,research,obscured,-89.3166232613,21.1641469728
,Conophis lineatus concolor,February,4,0,?,? ,research,open,-89.3167559722,21.259857
Green Rat Snake,Senticolis triaspis,May,6,0,19,19,research,open,-89.6403761208,20.946591304
Central American Boa,Boa imperator,May,8,0,45,45,research,open,-89.6439582109,20.9744084099
Central American Boa,Boa imperator,May,6,0,18,18,research,open,-89.3719483539,21.0953054537
Peninsula Stripeless Snake,Coniophanes meridanus,May,5,0,14,14,research,open,-89.6249212325,20.978708239
Central American Boa,Boa imperator,April,8,0,971,971,research,open,-90.0068617612,21.171864271
Central American Boa,Boa imperator,January,7,0,1579,1579,research,open,-89.1807176,21.3518229
Rainforest Cat-eyed Snake,Leptodeira frenata,May,4,0,1982403,1982403,research,open,-88.310186657,20.9414837627
Blood Snake,Stenorrhina freminvillei,May,6,0,84,84,research,open,-89.5620693639,20.8133785978
Green Vine Snake,Oxybelis fulgidus,May,9,0,654,654,research,open,-89.5603752136,20.8174787139
Central American Boa,Boa imperator,April,6,0,61,61,research,open,-89.968207,21.187676
Yucatan Rat Snake,Pseudelaphe phaescens,May,4,0,171,171,research,open,-89.5622867737,20.8134491087
,Oxybelis potosiensis,April,4,0,852,852,research,,-89.9527538499,21.1977152955
Central American Boa,Boa imperator,April,6,0,474,474,research,open,-90.050765854,21.156431061
Rainforest Cat-eyed Snake,Leptodeira frenata,May,4,0,631,631,research,open,-89.5891131699,21.0542074421
Central American Boa,Boa imperator,April,7,0,203,203,research,open,-89.97866,21.1835017
,Oxybelis potosiensis,April,5,0,203,203,research,,-89.97866,21.1835017
Mexican Parrot Snake,Leptophis mexicanus,May,5,0,27,27,research,open,-89.5430602133,21.0077653901
Chicken Snake,Spilotes pullatus,April,4,0,41,41,research,open,-89.5079789311,21.0836153985
Central American Boa,Boa imperator,April,6,0,70,70,research,open,-89.5060145482,21.0846608779
Peninsula Stripeless Snake,Coniophanes meridanus,April,2,0,70,70,research,open,-89.2868934944,20.735292482
Central American Boa,Boa imperator,April,5,0,?,? ,research,open,-89.987413,21.1788389722
Peten Centipede Snake,Tantilla cuniculator,April,2,0,?,? ,research,open,-89.0233993528,21.3718891142
Rainforest Cat-eyed Snake,Leptodeira frenata,April,3,0,123,123,research,open,-89.58966,21.055726
Mexican Parrot Snake,Leptophis mexicanus,April,3,0,8,8,research,open,-89.6234238893,20.9698664539
Rainforest Cat-eyed Snake,Leptodeira frenata,April,2,0,?,? ,research,open,-89.6183555556,21.052
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,April,5,0,200,30527,research,obscured,-89.1923302404,19.8306766299
Green Rat Snake,Senticolis triaspis,April,6,0,40,40,research,open,-89.6094090108,20.9760998826
Rainforest Cat-eyed Snake,Leptodeira frenata,April,4,0,14117,14117,research,open,-89.62510355,20.9431039
Brahminy Blindsnake,Indotyphlops braminus,April,3,0,5867,5867,research,,-89.6248580389,20.9750641481
Central American Indigo Snake,Drymarchon melanurus,April,7,0,12,12,research,open,-89.5194849372,21.0741303561
Green Vine Snake,Oxybelis fulgidus,April,4,0,1422,30453,research,open,-88.7470744068,20.6793180664
Terciopelo,Bothrops asper,December,6,0,59,59,research,open,-89.0368459001,19.9958167194
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,August,9,0,737,30434,research,obscured,-89.8835198327,20.8302991845
Yucatecan Dwarf Short-tail Snake,Tantillita canula,March,2,0,659,659,research,open,-89.0314563364,20.0008879219
Snail-eating Thirst Snake,Dipsas brevifacies,March,2,0,298,298,research,open,-89.6142530814,21.1124381523
Peninsula Stripeless Snake,Coniophanes meridanus,April,2,0,16,16,research,open,-89.6390069237,21.0224849231
Rainforest Cat-eyed Snake,Leptodeira frenata,April,3,0,4,4,research,open,-89.5595633333,20.7532716667
Terrestrial Snail Sucker,Geophis sartorii,April,3,0,4,4,research,open,-89.558945,20.7531966667
Rainforest Cat-eyed Snake,Leptodeira frenata,April,3,0,170,170,research,open,-89.5604192498,20.7535878736
Rainforest Cat-eyed Snake,Leptodeira frenata,April,3,0,65,65,research,open,-89.5593414297,20.753049109
Terrestrial Snail Sucker,Geophis sartorii,April,3,0,372,372,research,open,-89.5589409033,20.7540789154
Speckled Racer,Drymobius margaritiferus,April,6,0,32,32,research,open,-89.5117722452,21.09234064
Chicken Snake,Spilotes pullatus,April,6,0,80,80,research,open,-89.6145001799,20.9902296684
Green Rat Snake,Senticolis triaspis,April,5,0,49,49,research,open,-89.6225645766,21.0059318779
Western Ribbon Snake,Thamnophis proximus,April,6,0,640,640,research,open,-89.6327778855,21.2781687624
Snail-eating Thirst Snake,Dipsas brevifacies,April,4,0,?,? ,research,open,-89.5818634031,21.0682239531
Western Ribbon Snake,Thamnophis proximus,April,4,0,684,684,research,open,-89.6226752177,21.266312695
Neotropical Whip Snake,Masticophis mentovarius,April,4,0,265,265,research,open,-89.5449897274,21.0836103932
,Oxybelis potosiensis,April,4,0,977,30453,research,,-88.339045029,20.6234314651
Central American Boa,Boa imperator,April,6,0,22,22,research,open,-89.6500176564,21.1906646331
,Conophis lineatus concolor,April,4,0,?,? ,research,open,-89.6510732997,21.2217933
Peninsula Stripeless Snake,Coniophanes meridanus,Unknown,0,0,1332,1332,casual,open,-89.5467760786,21.0225916601
Yucatecan Dwarf Short-tail Snake,Tantillita canula,April,2,0,5,5,research,open,-89.5553666667,21.0390138333
Guatemala Neckband Snake,Scaphiodontophis annulatus,Unknown,0,2,26036,26036,casual,open,-89.6177989617,20.9562284863
Peninsula Stripeless Snake,Coniophanes meridanus,April,3,0,4,4,research,open,-89.7357716667,21.26943
Salmon-bellied Racer,Mastigodryas melanolomus,April,4,0,20,20,research,open,-89.6708164,20.9201298
Central American Boa,Boa imperator,April,1,0,20,20,casual,open,-89.4998166667,21.0788888419
Snail-eating Thirst Snake,Dipsas brevifacies,April,5,0,?,? ,research,open,-89.5805587767,21.0650863647
Central American Boa,Boa imperator,April,5,0,380,380,research,open,-89.8256373033,21.0334857066
Variable Coralsnake,Micrurus diastema,April,5,0,?,? ,research,open,-89.5644333917,21.0507645472
Puffing Snake,Phrynonax poecilonotus,July,4,0,?,? ,research,open,-88.4574966389,20.6296291111
Green Vine Snake,Oxybelis fulgidus,March,4,0,?,? ,research,open,-89.6322631833,20.6383342742
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,April,8,0,4773,30396,research,obscured,-89.5689824581,21.2236403862
Chicken Snake,Spilotes pullatus,April,7,0,?,? ,research,open,-90.0210607056,21.1526808972
Variable Coralsnake,Micrurus diastema,November,6,0,122,122,research,open,-89.5791367897,20.8102976784
Green Vine Snake,Oxybelis fulgidus,April,4,0,40,40,research,open,-88.8191846386,20.547091617
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,April,8,0,?,30415,research,obscured,-89.5756504338,21.1480770277
Salmon-bellied Racer,Mastigodryas melanolomus,April,3,0,1290,30490,research,open,-89.52388644,20.3450518186
Chicken Snake,Spilotes pullatus,April,8,0,425,425,research,open,-89.5697598514,20.817674794
Central American Boa,Boa imperator,April,6,0,217,217,research,open,-89.6291514114,21.2733687923
Peninsula Stripeless Snake,Coniophanes meridanus,April,5,1,146,146,research,open,-89.5623167977,20.8135459516
Green Vine Snake,Oxybelis fulgidus,March,4,0,?,? ,research,open,-89.7260208128,20.9869003294
